Average Microplastic,Year,Average of Merge1.Production,MP_Change,Yield_change,Average of distance,Name_En
0.179102,2003,1400,1.5776747934716906,-0.4652292935509199,38.143120529042534,Coho(=Silver) salmon
,2003,,-1,-1,,Constricted tagelus
,2003,,-1,-1,,Convict grouper
0.34506099999999995,2003,409,-0.00407247916137586,18.476190476190474,23.977138364224913,Cortez oyster
3.766774999999992,2003,2,0.23102472180594438,0,4.462725280672213,Crevalle jack
,2003,,-1,-1,,"Croakers, drums nei"
0.179102,2003,272,0.8950787755663484,-0.9983767477915855,38.143120529042534,Cupped oysters nei
,2003,,-1,0,,Daggertooth pike conger
0.34506099999999995,2003,50,-0.00407247916137586,0,23.977138364224913,Elkhorn sea moss
0.6901219999999997,2003,0.5,-0.00407247916137634,-0.5,23.977138364224928,Elongate giant clam
3.766774999999992,2003,20,0.23102472180594438,0.25,4.462725280672213,Eucheuma seaweeds nei
0.179102,2003,46,3.0288381509391527,0.2777777777777778,38.143120529042534,European flat oyster
3.766774999999992,2003,2,0,0,4.462725280672213,European seabass
,2003,,-1,0,,"Filefishes, leatherjackets nei"
0.179102,2003,0,3.0288381509391527,0,38.143120529042534,Flat oysters nei
,2003,,-1,0,,Flatfishes nei
0.34506099999999995,2003,0,-0.3052006105099531,-1,23.977138364224913,Flathead grey mullet
,2003,,-1,-1,,Fleshy prawn
3.7667749999999938,2003,0,0.2310247218059446,0,4.462725280672216,Florida pompano
0.6901219999999997,2003,0.5,-0.00407247916137634,0,23.977138364224928,Fluted giant clam
,2003,,-1,-1,,Fourfinger threadfin
,2003,,-1,-1,,Fusiform sargassum
0.34506099999999995,2003,0,-0.00407247916137586,0,23.977138364224913,Gastropods nei
,2003,,-1,0,,Gazami crab
0.6901219999999999,2003,0,-0.0040724791613749025,0,23.97713836422491,Giant clam
0.34506099999999995,2003,0,-0.12978972375077583,-1,23.977138364224913,Giant tiger prawn
3.766774999999992,2003,143,0,0,4.462725280672213,Gilthead seabream
,2003,,-1,0,,Globose clam
,2003,,-1,-1,,Goldlined seabream
3.766774999999992,2003,0,0.23102472180594438,0,4.462725280672213,Gracilaria seaweeds
,2003,,-1,-1,,Greasy grouper
,2003,,-1,-1,,Greasyback shrimp
,2003,,-1,-1,,Great blue spotted mudskipper
,2003,,-1,-1,,Green laver
,2003,,-1,-1,,Groupers nei
,2003,,-1,0,,Hong Kong grouper
,2003,,-1,0,,Horned turban
0.34506099999999973,2003,0,-0.07116573665070593,-1,23.977138364224935,Indo-Pacific swamp crab
,2003,,-1,-1,,Inflated ark
,2003,,-1,-1,,Japanese amberjack
0.358204,2003,2282,0.49831013251238093,-0.9565371001179898,38.143120529042534,Japanese carpet shell
,2003,,-1,-1,,Japanese eel
,2003,,-1,-1,,Japanese hard clam
,2003,,-1,-1,,Japanese jack mackerel
,2003,,-1,-1,,Japanese kelp
,2003,,-1,-1,,Japanese seabass
,2003,,-1,-1,,Japanese seabream
,2003,,-1,0,,Japanese spiny lobster
,2003,,-1,-1,,Korean mussel
,2003,,-1,-1,,Korean rockfish
,2003,,-1,-1,,Kuruma prawn
,2003,,-1,-1,,Laver (Nori)
7.533549999999984,2003,656.5,0.23102472180594438,0.01,4.462725280672212,Mangrove cupped oyster
,2003,,-1,-1,,Mangrove red snapper
3.7667749999999938,2003,0,0.1643607063056193,-1,4.462725280672216,Marine crabs nei
,2003,,-1,0,,Marine crustaceans nei
8.223671999999986,2003,0.8321060382916053,0.16022787874683486,-0.9994728654251138,10.957949664888577,Marine fishes nei
0.7129740000000003,2003,461.9047619047619,-0.433357017171577,-0.9504724639831984,15.29551789772445,Marine molluscs nei
,2003,,-1,-1,,Mi-iuy (brown) croaker
0.6901219999999999,2003,10,-0.18145286595042587,-0.9763456989557492,23.977138364224913,Milkfish
0.6901219999999999,2003,415,-0.0040724791613757005,0,23.97713836422491,Mozambique tilapia
,2003,,-1,-1,,Mullets nei
0.34506099999999995,2003,0,-0.12978972375077583,-1,23.977138364224913,Natantian decapods nei
,2003,,-1,-1,,Nori nei
0.177385,2003,31934,-0.6519030191234043,0.5425562747560622,9.355141213581758,Northern quahog(=Hard clam)
3.7667749999999938,2003,0,0.2310247218059448,0,4.462725280672216,Northern white shrimp
,2003,,-1,0,,"Octopuses, etc. nei"
,2003,,-1,0,,Okhotsk atka mackerel
0.179102,2003,17,3.0288381509391527,-0.19047619047619047,38.143120529042534,Olympia oyster
,2003,,-1,-1,,Oriental cyclina
0.34506099999999995,2003,0,-0.00407247916137586,0,23.977138364224913,Pacific asaphis
0.34506099999999995,2003,517,-0.00407247916137586,0,23.977138364224913,Pacific bluefin tuna
0.34506099999999995,2003,3,-0.00407247916137586,0,23.977138364224913,Pacific calico scallop
8.581875999999978,2003,1116.8591040462427,0.21698442444469232,-0.5638366420220574,11.468653741816325,Pacific cupped oyster
0.179102,2003,220,3.0288381509391527,-0.06382978723404255,38.143120529042534,Pacific geoduck
0.179102,2003,5,3.0288381509391527,0.25,38.143120529042534,Pacific horse clam
0.179102,2003,64,3.0288381509391527,-0.6878048780487804,38.143120529042534,Pacific littleneck clam
0.34506099999999995,2003,10.250999999999998,-0.07116573665070491,-0.11022695474032973,23.977138364224913,Pearl oyster shells nei
11.300324999999976,2003,231,0.18314289730274544,-0.8248446955579944,4.462725280672212,Penaeus shrimps nei
,2003,,-1,-1,,"Porgies, seabreams nei"
3.766774999999992,2003,25,0.23102472180594438,-0.16666666666666666,4.462725280672213,Queen conch
0.34506099999999995,2003,0,-0.00407247916137586,0,23.977138364224913,Red abalone
7.533549999999986,2003,36.5,0.2310247218059445,0.37735849056603776,4.462725280672213,Red drum
,2003,,-1,-1,,Red oyas
,2003,,-1,-1,,Redtail prawn
0.34506099999999995,2003,0,-0.00407247916137586,0,23.977138364224913,Rough turban
,2003,,-1,-1,,Russell's snapper
,2003,,-1,0,,Salmonoids nei
0.177385,2003,508,-0.6519030191234043,0.7337883959044369,9.355141213581758,Sand gaper
0.8920760000000003,2003,35.10791366906475,-0.24243819009105183,-0.9942897608929936,17.432344043099523,Scallops nei
1.035183,2003,8.666666666666666,-0.07116573665070347,-0.9955321648225945,23.977138364224917,Sea mussels nei
,2003,,-1,-1,,Sea squirts nei
,2003,,-1,0,,Sea urchins nei
,2003,,-1,-1,,Seaweeds nei
,2003,,-1,-1,,Silver seabream
0.34506099999999995,2003,1,-0.00407247916137586,0,23.977138364224913,Sixfinger threadfin
0.6901219999999999,2003,0,-0.0040724791613749025,0,23.97713836422491,Smooth giant clam
,2003,,-1,-1,,"Snappers, jobfishes nei"
,2003,,-1,-1,,Snubnose pompano
,2003,,-1,0,,Sockeye(=Red) salmon
3.766774999999992,2003,1370,0.23102472180594438,-0.28272251308900526,4.462725280672213,Southern white shrimp
,2003,,-1,-1,,Spiny eucheuma
,2003,,-1,0,,Spiny lobsters nei
,2003,,-1,-1,,Tiger pufferfish
,2003,,-1,-1,,Tilapias nei
3.766774999999992,2003,3,0.23102472180594438,-0.7272727272727273,4.462725280672213,Tropical spiny lobsters nei
,2003,,-1,-1,,Wakame
,2003,,-1,-1,,Warty gracilaria
,2003,,-1,-1,,White trevally
40.42823799999992,2003,8279.284474597665,0.11729671281430204,0.10045021715477316,10.029474863358123,Whiteleg shrimp
,2003,,-1,0,,Yellowback seabream
,2003,,-1,-1,,Yesso scallop
2.1463229999999998,2004,36.80402010050251,5.220126296509893,0.4721608040201005,24.63740529933487,Abalones nei
4.1810116667000035,2004,34101.69851729819,-0.635727713394047,0.5909468531460333,5.619287409518727,American cupped oyster
,2004,,-1,0,,Anadara clams nei
0.06212266669999999,2004,0,-0.64978624630042,0,10.074631583089621,Atlantic bluefin tuna
0.06212266669999999,2004,0,-0.64978624630042,0,10.074631583089621,Atlantic cod
1.7382300000999993,2004,30727.661971830985,0.9522799231545911,-0.12212067067276501,12.204023261418444,Atlantic salmon
1.3703919999999998,2004,1,2.9714485264924178,-0.8888888888888888,24.233421069540434,Barramundi(=Giant seaperch)
,2004,,-1,0,,Bear paw clam
1.3729630000000013,2004,11,-0.6355070318774007,0,5.451736004700673,Black seabass
1.3703919999999998,2004,1826.8760000000002,2.9714485264924178,-0.05967190770879444,24.233421069540434,Blacklip pearl oyster
0.062122666699999995,2004,45,-0.64978624630042,-0.8192771084337349,10.074631583089621,Blue crab
1.7382300000999993,2004,14545.94366197183,0.9522799231545911,0.20280379382899819,12.204023261418444,Blue mussel
2.7407839999999997,2004,30,2.9714485264924178,-0.48717948717948717,24.233421069540434,Blue shrimp
1.3729630000000013,2004,0,-0.6355070318774007,0,5.45173600470068,Bluegill
1.3729630000000022,2004,0,-0.6355070318774003,0,5.451736004700673,Brine shrimp
0.8380536666999999,2004,0.5102040816326531,1.350867399652722,-0.5054945054945056,13.160076668015062,Butter clam
1.3729630000000024,2004,0,-0.6355070318774004,0,5.45173600470068,Callinectes swimcrabs nei
1.3729630000000024,2004,0,-0.6355070318774005,0,5.451736004700676,Caribbean spiny lobster
,2004,,-1,-1,,Chinook(=Spring=King) salmon
5.486710000000002,2004,0.3321917808219178,-0.33281507336381944,-0.0019547823978663713,11.690857413226212,"Clams, etc. nei"
1.3703919999999998,2004,0,2.9714485264924178,0,24.233421069540434,Coarse seagrape
4.118889000000004,2004,20.666666666666668,-0.453260547816101,-0.17333333333333328,5.451736004700673,Cobia
0.7759309999999999,2004,1,0,0,40.31199341535893,Cockles nei
,2004,,-1,-1,,Coho(=Silver) salmon
1.3703919999999998,2004,317,2.9714485264924178,-0.22493887530562348,24.233421069540434,Cortez oyster
1.3729630000000013,2004,2,-0.6355070318774007,0,5.451736004700673,Crevalle jack
0.7759309999999999,2004,402,3.3323413473886383,0.47794117647058826,40.31199341535893,Cupped oysters nei
1.3703919999999998,2004,30,2.9714485264924178,-0.4,24.233421069540434,Elkhorn sea moss
1.3703919999999998,2004,2,0.9857242632462093,3,24.233421069540434,Elongate giant clam
1.3729630000000013,2004,5,-0.6355070318774007,-0.75,5.451736004700673,Eucheuma seaweeds nei
0.7759309999999999,2004,44,3.3323413473886383,-0.043478260869565216,40.31199341535893,European flat oyster
1.3729630000000013,2004,3,-0.6355070318774007,0.5,5.451736004700673,European seabass
0.7759309999999999,2004,0,3.3323413473886383,0,40.311993415358934,Flat oysters nei
1.3703919999999998,2004,0,2.9714485264924178,0,24.233421069540434,Flathead grey mullet
2.7459260000000034,2004,1.5,-0.2710140637548014,0,5.451736004700673,Florida pompano
1.3703919999999998,2004,1,0.9857242632462093,1,24.233421069540434,Fluted giant clam
1.3703919999999998,2004,0,2.9714485264924178,0,24.233421069540434,Gastropods nei
1.3703919999999998,2004,0,0.9857242632462087,0,24.233421069540434,Giant clam
1.3703919999999998,2004,0,2.9714485264924178,0,24.233421069540434,Giant tiger prawn
1.3729630000000013,2004,69,-0.6355070318774007,-0.5174825174825175,5.451736004700673,Gilthead seabream
1.3729630000000013,2004,0,-0.6355070318774007,0,5.451736004700673,Gracilaria seaweeds
1.3703919999999998,2004,0,2.9714485264924195,0,24.233421069540434,Indo-Pacific swamp crab
1.5518619999999999,2004,2385.5,3.3323413473886383,0.04535495179666959,40.31199341535893,Japanese carpet shell
2.7459260000000025,2004,592,-0.6355070318774007,-0.09824828636709824,5.451736004700673,Mangrove cupped oyster
1.3729630000000024,2004,0,-0.6355070318774004,0,5.45173600470068,Marine crabs nei
5.486710000000003,2004,1.6609589041095891,-0.33281507336381944,0.9960904352042672,11.690857413226212,Marine fishes nei
1.6761073333999992,2004,725.5510204081633,1.35086739965272,0.570780559646539,13.16007666801506,Marine molluscs nei
2.7407839999999997,2004,0,2.9714485264924178,-1,24.233421069540434,Milkfish
,2004,,-1,-1,,Mozambique tilapia
1.3703919999999998,2004,0,2.9714485264924178,0,24.233421069540434,Natantian decapods nei
0.06212266669999999,2004,66390,-0.64978624630042,1.0789753867351413,10.074631583089621,Northern quahog(=Hard clam)
1.3729630000000024,2004,0,-0.6355070318774004,0,5.45173600470068,Northern white shrimp
0.7759309999999999,2004,14,3.3323413473886383,-0.17647058823529413,40.31199341535893,Olympia oyster
1.3703919999999998,2004,0,2.9714485264924178,0,24.233421069540434,Pacific asaphis
1.3703919999999998,2004,4193,2.9714485264924178,7.110251450676983,24.233421069540434,Pacific bluefin tuna
1.3703919999999998,2004,3,2.9714485264924178,0,24.233421069540434,Pacific calico scallop
7.038571999999993,2004,825.358234295416,-0.17983294095603208,-0.26100057625420703,11.93382121630035,Pacific cupped oyster
0.7759309999999999,2004,349,3.3323413473886383,0.5863636363636363,40.31199341535893,Pacific geoduck
0.7759309999999999,2004,5,3.3323413473886383,0,40.31199341535893,Pacific horse clam
0.7759309999999999,2004,79,3.3323413473886383,0.234375,40.31199341535893,Pacific littleneck clam
1.3703919999999998,2004,8.927,2.9714485264924178,-0.129158130914057,24.233421069540434,Pearl oyster shells nei
4.118889000000004,2004,294,-0.6355070318774007,0.2727272727272727,5.451736004700673,Penaeus shrimps nei
1.3729630000000013,2004,4,-0.6355070318774007,-0.84,5.451736004700673,Queen conch
1.3703919999999998,2004,0,2.9714485264924178,0,24.233421069540434,Red abalone
4.118889000000005,2004,483,-0.453260547816101,12.232876712328768,5.451736004700674,Red drum
1.3703919999999998,2004,0,2.9714485264924178,0,24.233421069540434,Rough turban
0.062122666699999995,2004,250,-0.64978624630042,-0.5078740157480315,10.074631583089621,Sand gaper
2.4520383333999995,2004,16.019417475728154,1.748687705307618,-0.5437092153429891,14.478130879051166,Scallops nei
1.3703919999999998,2004,18,0.3238161754974723,1.076923076923077,24.233421069540434,Sea mussels nei
1.3703919999999998,2004,2,2.9714485264924178,1,24.233421069540434,Sixfinger threadfin
1.3703919999999998,2004,0,0.9857242632462087,0,24.233421069540434,Smooth giant clam
1.3729630000000013,2004,111,-0.6355070318774007,-0.918978102189781,5.451736004700673,Southern white shrimp
1.3729630000000013,2004,1,-0.6355070318774007,-0.6666666666666666,5.451736004700673,Tropical spiny lobsters nei
26.06572900000001,2004,9750.94317014721,-0.3552593363084468,0.17775191806307147,10.441324368382855,Whiteleg shrimp
0,2005,20.848484848484848,-1,-0.43352696820747066,23.942723260629748,Abalones nei
18.025746000000016,2005,18637.352229299362,3.3113359724794584,-0.4534773034884022,5.428688682409824,American cupped oyster
0.388707,2005,0,5.257088123359651,0,8.390481881315825,Atlantic bluefin tuna
0.388707,2005,0,5.257088123359651,0,8.390481881315825,Atlantic cod
1.1661209999999995,2005,27128.937219730942,-0.3291330836926567,-0.11711677756020315,8.992462950480263,Atlantic salmon
0,2005,6,-1,5,23.721763711837063,Barramundi(=Giant seaperch)
,2005,,-1,-1,,Black seabass
0,2005,1438.9755,-1,-0.21232995561822485,23.721763711837063,Blacklip pearl oyster
,2005,,-1,-1,,Blue crab
1.1661209999999995,2005,15742.556053811659,-0.3291330836926567,0.08226433565587017,8.992462950480263,Blue mussel
0,2005,29.5,-1,-0.016666666666666666,23.721763711837063,Blue shrimp
5.879013000000006,2005,0,3.2819893908284516,0,5.284259221140525,Bluegill
5.879013000000007,2005,0,3.281989390828452,0,5.284259221140524,Brine shrimp
0.388707,2005,0.13333333333333333,-0.5361788684361829,-0.7386666666666667,9.285427070806962,Butter clam
5.879013000000006,2005,0,3.2819893908284468,0,5.284259221140531,Callinectes swimcrabs nei
5.879013000000006,2005,0,3.2819893908284463,0,5.284259221140532,Caribbean spiny lobster
11.75802600000001,2005,23.74320241691843,1.1430011792130452,70.47438253340393,9.824007305707804,"Clams, etc. nei"
0,2005,0,-1,0,23.721763711837063,Coarse seagrape
17.637039000000016,2005,24,3.281989390828449,0.1612903225806451,5.284259221140523,Cobia
,2005,,-1,-1,,Cockles nei
0,2005,593,-1,0.8706624605678234,23.721763711837063,Cortez oyster
,2005,,-1,-1,,Crevalle jack
0,2005,400,-1,-0.004975124378109453,41.95092648723341,Cupped oysters nei
0,2005,80,-1,1.6666666666666667,23.721763711837063,Elkhorn sea moss
0,2005,1,-1,-0.5,23.721763711837063,Elongate giant clam
5.879013000000005,2005,14,3.281989390828449,1.8,5.284259221140523,Eucheuma seaweeds nei
0,2005,50,-1,0.13636363636363635,41.95092648723341,European flat oyster
5.879013000000005,2005,2,3.281989390828449,-0.3333333333333333,5.284259221140523,European seabass
0,2005,0,-1,0,41.95092648723341,Flat oysters nei
0,2005,0,-1,0,23.721763711837063,Flathead grey mullet
11.758026000000012,2005,3.5,3.2819893908284477,1.3333333333333333,5.284259221140529,Florida pompano
0,2005,0,-1,-1,23.721763711837063,Fluted giant clam
0,2005,0,-1,0,23.721763711837063,Gastropods nei
0,2005,0,-1,0,23.721763711837063,Giant clam
0,2005,0,-1,0,23.721763711837063,Giant tiger prawn
5.879013000000005,2005,350,3.281989390828449,4.072463768115942,5.284259221140523,Gilthead seabream
5.879013000000005,2005,0,3.281989390828449,0,5.284259221140523,Gracilaria seaweeds
0,2005,0,-1,0,23.721763711837063,Indo-Pacific swamp crab
0,2005,2895,-1,0.21358205826870677,41.95092648723341,Japanese carpet shell
0,2005,26,0,0,23.721763711837063,Longfin yellowtail
11.75802600000001,2005,523,3.281989390828449,-0.11655405405405406,5.284259221140523,Mangrove cupped oyster
5.879013000000006,2005,0,3.2819893908284468,0,5.284259221140531,Marine crabs nei
5.879013000000006,2005,1.5806060606060606,0.07150058960652257,-0.04837738206810379,12.569867056252138,Marine fishes nei
0.7774139999999998,2005,809.8133333333334,-0.5361788684361828,0.11613561356135622,9.285427070806959,Marine molluscs nei
0,2005,0,-1,0,23.721763711837063,Milkfish
0,2005,0,-1,0,23.721763711837063,Natantian decapods nei
0.388707,2005,38635,5.257088123359651,-0.418059948787468,8.390481881315823,Northern quahog(=Hard clam)
5.879013000000006,2005,0,3.2819893908284468,0,5.284259221140531,Northern white shrimp
0,2005,14,-1,0,41.95092648723341,Olympia oyster
0,2005,0,-1,0,23.721763711837063,Pacific asaphis
0,2005,3402,-1,-0.18864774624373956,23.721763711837063,Pacific bluefin tuna
0,2005,0,-1,-1,23.721763711837063,Pacific calico scallop
0,2005,1001.7818181818182,-1,0.21375395138210476,23.94272326062974,Pacific cupped oyster
0,2005,400,-1,0.14613180515759314,41.95092648723341,Pacific geoduck
0,2005,2,-1,-0.6,41.95092648723341,Pacific horse clam
0,2005,60,-1,-0.24050632911392406,41.95092648723341,Pacific littleneck clam
0,2005,9.027,-1,0.01120197154699223,23.721763711837063,Pearl oyster shells nei
17.637039000000016,2005,303,3.281989390828449,0.030612244897959183,5.284259221140523,Penaeus shrimps nei
5.879013000000005,2005,4,3.281989390828449,0,5.284259221140523,Queen conch
0,2005,24,-1,0,23.721763711837063,Red abalone
23.51605200000002,2005,392.92499999999995,4.709319187771263,-0.18649068322981377,5.284259221140525,Red drum
0,2005,0,-1,0,23.721763711837063,Rough turban
0.388707,2005,250,5.257088123359651,0,8.390481881315823,Sand gaper
0.7774139999999996,2005,16.513157894736842,-0.6829519386338319,0.030821371610845374,9.71523627365467,Scallops nei
0,2005,119,-1,5.611111111111111,23.721763711837063,Sea mussels nei
0,2005,1,-1,-0.5,23.721763711837063,Sixfinger threadfin
0,2005,0,-1,0,23.721763711837063,Smooth giant clam
5.879013000000005,2005,0,3.281989390828449,-1,5.284259221140523,Southern white shrimp
0,2005,1,0,0,23.721763711837063,Spotted rose snapper
5.879013000000005,2005,0,3.281989390828449,-1,5.284259221140523,Tropical spiny lobsters nei
70.54815600000012,2005,11048.256740442655,1.7065483570400073,0.13304493192691436,8.912403968001934,Whiteleg shrimp
0,2005,1133,0,0,23.721763711837063,Yellowfin tuna
0,2006,22.08910891089109,0,0.059506677411927236,25.205295216083226,Abalones nei
4.365784499999991,2006,28925.59944495837,-0.7578028393387998,0.5520230067597846,4.24212847854768,American cupped oyster
0.07708199999999998,2006,0,-0.8016963934274403,0,10.64744216595861,Atlantic bluefin tuna
0.07708199999999998,2006,0,-0.8016963934274403,0,10.64744216595861,Atlantic cod
0.23124600000000028,2006,36064.831775700935,-0.8016963934274399,0.3293860899744681,11.232554022431033,Atlantic salmon
0,2006,5,0,-0.16666666666666666,24.866999634847865,Barramundi(=Giant seaperch)
0,2006,0,0,0,24.866999634847865,Bear paw clam
0,2006,1205.1625,0,-0.1624857407231743,24.866999634847865,Blacklip pearl oyster
0.23124600000000028,2006,16206.766355140187,-0.8016963934274399,0.02948760669752432,11.232554022431033,Blue mussel
0,2006,24.5,0,-0.1694915254237288,24.866999634847865,Blue shrimp
1.4295674999999977,2006,0,-0.756835458605042,0,3.798634949251169,Bluegill
1.429567499999998,2006,0,-0.7568354586050418,0,3.798634949251173,Brine shrimp
0.07708199999999998,2006,0.3888888888888889,-0.8016963934274403,1.9166666666666665,11.516983397105134,Butter clam
1.429567499999998,2006,0,-0.7568354586050419,0,3.7986349492511704,Callinectes swimcrabs nei
1.429567499999998,2006,0,-0.7568354586050419,0,3.7986349492511717,Caribbean spiny lobster
2.859134999999992,2006,23.121559633027523,-0.7568354586050422,-0.026181926640525478,8.582506747127479,"Clams, etc. nei"
0,2006,0,0,0,24.866999634847865,Coarse seagrape
4.288702499999992,2006,24.333333333333332,-0.756835458605042,0.01388888888888884,3.798634949251173,Cobia
0,2006,1,0,0,41.95092648723341,Cockles nei
0,2006,619,0,0.04384485666104553,24.866999634847865,Cortez oyster
0,2006,438,0,0.095,41.95092648723341,Cupped oysters nei
0,2006,0,0,-1,24.866999634847865,Elkhorn sea moss
0,2006,1,0,0,24.866999634847865,Elongate giant clam
1.4295674999999974,2006,5.2,-0.756835458605042,-0.6285714285714287,3.798634949251173,Eucheuma seaweeds nei
0,2006,61,0,0.22,41.95092648723341,European flat oyster
1.4295674999999974,2006,0,-0.756835458605042,-1,3.798634949251173,European seabass
0,2006,0,0,0,41.95092648723341,Flat oysters nei
0,2006,0,0,0,24.866999634847865,Flathead grey mullet
2.859134999999995,2006,21,-0.756835458605042,5,3.798634949251173,Florida pompano
0,2006,0,0,0,24.866999634847865,Fluted giant clam
0,2006,0,0,0,24.866999634847865,Gastropods nei
0,2006,4,0,0,24.866999634847865,Giant clam
0,2006,0,0,0,24.866999634847865,Giant tiger prawn
1.4295674999999974,2006,350,-0.756835458605042,0,3.798634949251173,Gilthead seabream
1.4295674999999974,2006,4.5,-0.756835458605042,0,3.798634949251173,Gracilaria seaweeds
0,2006,0,0,0,24.866999634847865,Indo-Pacific swamp crab
0,2006,3661.5,0,0.26476683937823836,41.95092648723341,Japanese carpet shell
0,2006,154,0,4.923076923076923,24.866999634847865,Longfin yellowtail
2.859134999999995,2006,554.5,-0.756835458605042,0.06022944550669216,3.798634949251173,Mangrove cupped oyster
1.429567499999998,2006,0,-0.7568354586050419,0,3.7986349492511704,Marine crabs nei
1.429567499999998,2006,1.2953271028037383,-0.7568354586050419,-0.18048707069548764,11.595898888967337,Marine fishes nei
0.154164,2006,699.0277777777778,-0.8016963934274403,-0.13680381761503338,11.516983397105143,Marine molluscs nei
0,2006,0,0,0,24.866999634847865,Milkfish
0,2006,0,0,0,24.866999634847865,Natantian decapods nei
0.07708199999999997,2006,27000,-0.8016963934274403,-0.30115180535783614,10.647442165958612,Northern quahog(=Hard clam)
1.429567499999998,2006,0,-0.7568354586050419,0,3.7986349492511704,Northern white shrimp
0,2006,10,0,-0.2857142857142857,41.95092648723341,Olympia oyster
0,2006,0,0,0,24.866999634847865,Pacific asaphis
0,2006,3552,0,0.04409171075837742,24.866999634847865,Pacific bluefin tuna
0,2006,0,0,0,24.866999634847865,Pacific calico scallop
0,2006,1190.6138613861385,0,0.18849617728842463,25.205295216083215,Pacific cupped oyster
0,2006,525,0,0.3125,41.95092648723341,Pacific geoduck
0,2006,2,0,0,41.95092648723341,Pacific horse clam
0,2006,60,0,0,41.95092648723341,Pacific littleneck clam
0,2006,9.061,0,0.0037664783427496067,24.866999634847865,Pearl oyster shells nei
4.288702499999992,2006,295.6666666666667,-0.756835458605042,-0.02420242024202414,3.798634949251173,Penaeus shrimps nei
1.4295674999999974,2006,4,-0.756835458605042,0,3.798634949251173,Queen conch
0,2006,26,0,0.08333333333333333,24.866999634847865,Red abalone
5.718269999999991,2006,395.7,-0.756835458605042,0.007062416491696977,3.798634949251174,Red drum
0,2006,0,0,0,24.866999634847865,Rough turban
0.07708199999999997,2006,392,-0.8016963934274403,0.568,10.647442165958612,Sand gaper
0.15416400000000025,2006,14.684931506849315,-0.8016963934274398,-0.11071331113900564,11.933886727106891,Scallops nei
0,2006,125,0,0.05042016806722689,24.866999634847865,Sea mussels nei
0,2006,2,0,1,24.866999634847865,Sixfinger threadfin
0,2006,0,0,0,24.866999634847865,Smooth giant clam
1.4295674999999974,2006,0,-0.756835458605042,0,3.798634949251173,Southern white shrimp
0,2006,1,0,0,24.866999634847865,Spotted rose snapper
1.4295674999999974,2006,0,0,0,3.798634949251173,Tilapias nei
1.4295674999999974,2006,0,-0.756835458605042,0,3.798634949251173,Tropical spiny lobsters nei
17.15480999999996,2006,12435.862816616009,-0.7568354586050424,0.1255950245158548,7.602467357532156,Whiteleg shrimp
0,2006,1183,0,0.0441306266548985,24.866999634847865,Yellowfin tuna
0,2007,11.586538461538462,0,-0.47546374512981415,23.882879861562152,Abalones nei
11.256529999999996,2007,29038.83419988446,1.5783521838973085,0.003914690001206696,5.3176441808915635,American cupped oyster
0.2413250000000001,2007,0,2.130756856334814,0,8.627225951444851,Atlantic bluefin tuna
0.2413250000000001,2007,0,2.130756856334814,0,8.627225951444851,Atlantic cod
0.7239750000000001,2007,25159.39790575916,2.130756856334809,-0.30238416021919245,8.976165224070899,Atlantic salmon
0,2007,0.5,0,-0.9,23.707461933157585,Barramundi(=Giant seaperch)
0,2007,47,0,0,23.707461933157575,Bastard halibuts nei
0,2007,0,0,0,23.707461933157575,Bear paw clam
0,2007,2,0,0,23.707461933157575,Black ark
0,2007,1099.996,0,-0.08726333585719753,23.707461933157575,Blacklip pearl oyster
0.7239750000000003,2007,16009.994764397905,2.1307568563348096,-0.012141323347940651,8.976165224070899,Blue mussel
0,2007,22.5,0,-0.08163265306122448,23.707461933157575,Blue shrimp
3.6717349999999986,2007,0,1.568423666598469,0,5.192641991715989,Bluegill
3.6717349999999978,2007,0,1.5684236665984699,0,5.1926419917159885,Brine shrimp
0.2413250000000001,2007,207.875,2.130756856334814,533.5357142857143,9.147908772316548,Butter clam
,2007,,-1,0,,Callinectes swimcrabs nei
3.6717349999999986,2007,0,1.5684236665984668,0,5.1926419917159885,Caribbean spiny lobster
0,2007,22,-1,-0.04850709255034224,23.707461933157575,"Clams, etc. nei"
0,2007,0,0,0,23.707461933157575,Coarse seagrape
22.030409999999993,2007,85,4.136847333196936,2.493150684931507,5.192641991715988,Cobia
0,2007,0,0,-1,41.95092648723341,Cockles nei
0,2007,8,0,-0.9870759289176091,23.707461933157575,Cortez oyster
0,2007,4.6923076923076925,0,-0.9892869687390236,23.882879861562152,Cupped oysters nei
,2007,,0,0,,Elkhorn sea moss
0,2007,2.3,0,1.2999999999999998,23.707461933157575,Elongate giant clam
3.6717349999999986,2007,10,1.5684236665984679,0.923076923076923,5.1926419917159885,Eucheuma seaweeds nei
0,2007,76,0,0.2459016393442623,41.95092648723341,European flat oyster
3.6717349999999986,2007,0,1.5684236665984679,0,5.1926419917159885,European seabass
0,2007,0,0,0,41.95092648723341,Flat oysters nei
0,2007,0,0,0,23.707461933157575,Flathead grey mullet
7.343469999999997,2007,50,1.5684236665984679,1.380952380952381,5.1926419917159885,Florida pompano
0,2007,0,0,0,23.707461933157575,Fluted giant clam
0,2007,0,0,0,23.707461933157575,Gastropods nei
0,2007,0.25,0,-0.9375,23.707461933157575,Giant clam
0,2007,0,0,0,23.707461933157575,Giant tiger prawn
3.6717349999999986,2007,350,1.5684236665984679,0,5.1926419917159885,Gilthead seabream
